book_id,title,authors,average_rating,ratings_count,publication_date
4926,"Three Men in a Boat and Three Men on the Bummel","Jerome K. Jerome/Jeremy Lewis",4.08,2318,1999-11-25
4929,"Kafka on the Shore","Haruki Murakami/Philip Gabriel",4.14,225397,2006-01-03
4933,"The Brothers Karamazov","Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley",4.32,983,1999-06-01
4934,"The Brothers Karamazov","Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky",4.32,191531,2002-06-14
4935,"The Brothers Karamazov","Fyodor Dostoyevsky/David McDuff",4.32,1673,2003-02-27
4936,"The Brothers Karamazov","Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky",4.32,617,1991-09-03
4938,"The Brothers Karamazov","Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.",4.32,20,2005-05-01
4940,"The Brothers Karamazov","Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus",4.32,1089,2004-07-25
4942,"CliffsNotes on Dostoevsky's The Brothers Karamazov","James Lamar Roberts/Gary Carey",3.5,4,2003-01-10
4943,"Hungry Planet","Peter Menzel/Faith D'Aluisio",4.44,1455,2005-10-01
4944,"The Very Hungry Caterpillar","Eric Carle",4.29,3945,1994-03-23
4945,"The Little Mouse the Red Ripe Strawberry and the Big Hungry Bear","Don Wood",4.32,65,1996-09-01
4947,"One Hundred Hungry Ants","Elinor J. Pinczes/Bonnie Mackain",4.05,2114,1999-09-27
4950,"The Hungry Tide","Amitav Ghosh",3.95,11838,2006-06-07
4951,"Feeding the Hungry Heart: The Experience of Compulsive Eating","Geneen Roth",3.96,749,1993-09-01
4952,"What Is the What","Dave Eggers",4.16,65767,2006-10-18
4953,"A Heartbreaking Work of Staggering Genius","Dave Eggers",3.68,157572,2001-02-13
4954,"You Shall Know Our Velocity!","Dave Eggers",3.63,25811,2003-07-01
4955,"How We Are Hungry","Dave Eggers",3.75,12007,2005-10-11
4956,"How We Are Hungry: Stories","Dave Eggers",3.75,488,2004-10-13
4963,"Merry Christmas Stinky Face","Lisa McCourt/Cyd Moore",3.97,20,2004-10-01
4964,"Love You Until--","Lisa McCourt/Cyd Moore",4.5,4,2005-12-03
4965,"Year of Wonders","Geraldine Brooks",4.01,120736,2002-04-30
4966,"The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones","Tanya Remer Altmann/American Academy of Pediatrics",3.51,55,2006-09-26
4978,"Wolves of the Calla (The Dark Tower #5)","Stephen King/Bernie Wrightson",4.18,127168,2006-02-01
4979,"A Man Without a Country","Kurt Vonnegut Jr./Daniel Simon",4.07,34339,2007-01-16
4981,Slaughterhouse-Five,"Kurt Vonnegut Jr.",4.07,1001671,1999-01-12
4983,"Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations)","Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris",4.35,28254,2002-12-19
4986,"God Bless You Dr. Kevorkian","Kurt Vonnegut Jr.",3.84,12754,2001-05-22
4987,Jailbird,"Kurt Vonnegut Jr.",3.82,17881,1999-01-12
4988,"Fates Worse Than Death","Kurt Vonnegut Jr.",3.87,3183,1992-09-01
4989,"The Red Tent","Anita Diamant",4.17,470858,2005-11-01
4990,"Inside the Red Tent","Sandra Hack Polaski",3.96,181,2006-07-01
4991,"Anita Diamant's The Red Tent: A Reader's Guide","Ann Finding",4.13,440,2004-09-07
4997,"La Jeune fille à la perle","Tracy Chevalier/Marie-Odile Fortier-Masek",3.88,618,2002-03-16
4999,"Iron Kingdom: The Rise and Downfall of Prussia 1600–1947","Christopher Clark",4.14,2583,2006-09-29
5004,"Downfall (Dragonlance: Dhamon Saga #1)","Jean Rabe",3.68,878,2001-03-01
5005,"Berlin: The Downfall 1945","Antony Beevor",4.29,244,2002-01-01
5008,"El azul de la virgen","Tracy Chevalier",3.66,50,2004-10-01
5015,Saturday,"Ian McEwan",3.63,52576,2006-04-11
5027,"I Love Saturdays y domingos","Alma Flor Ada/Elivia Savadier",4.05,34,2004-09-01
5051,"A Dangerous Fortune","Ken Follett",4.05,154,1999-02-19
5053,"The Man From St. Petersburg","Ken Follett",3.88,16057,2003-06-03
5055,"Night Over Water","Ken Follett",3.82,14545,2004-04-06
5057,"The Truth about the Drug Companies: How They Deceive Us and What to Do about It","Marcia Angell",3.95,666,2005-08-09
5061,"La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto","Marcia Angell",3.95,3,2006-12-01
5062,Jackdaws,"Ken Follett",3.97,20892,2006-12-05
5065,Whiteout,"Ken Follett/David Tennant",3.58,13,2006-09-01
5066,Jackdaws,"Ken Follett",3.97,367,2002-11-26
5069,"Battle Angel Alita - Last Order : Angel's Vision Vol. 08","Yukito Kishiro",4.1,336,2006-12-12
5071,"Battle Angel Alita - Last Order : Guilty Angel Vol. 07","Yukito Kishiro",4.12,340,2006-06-13
5073,"Gunnm Last Order Tome 01","Yukito Kishiro",4.06,48,2002-11-27
5077,"Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release","John E. Upledger",4.11,248,1997-09-04
5084,"My Life in France","Julia Child/Alex Prud'Homme",4.17,69153,2006-04-04
5089,"A Short History of Nearly Everything (Illustrated Edition)","Bill Bryson",4.21,28,2010-10-05
5094,"The Drawing of the Three (The Dark Tower #2)","Stephen King",4.23,173022,2003-08-05
5102,"The Handmaid's Tale","Margaret Atwood/Valerie Martin",4.11,2102,2006-10-17
5104,"The Handmaid's Tale","Margaret Atwood",4.11,529,2009-09-01
5107,"The Catcher in the Rye","J.D. Salinger",3.8,2457092,2001-01-30
5111,"The Catcher in the Rye - Barron's Book Notes","Barron's",3.72,775,1984-10-01
5113,"Franny and Zooey","J.D. Salinger",3.98,167157,2001-01-30
5114,"Raise High the Roof Beam Carpenters & Seymour: An Introduction","J.D. Salinger",4.11,40629,2001-01-30
5128,"The Doors of Perception & Heaven and Hell","Aldous Huxley",3.92,30012,2004-05-04
5129,"Brave New World","Aldous Huxley",3.99,1247221,1998-09-01
5130,Island,"Aldous Huxley",3.83,19668,2002-07-30
5131,"The Perennial Philosophy","Aldous Huxley",4.19,3266,2004-04-13
5132,"Huxley and God: Essays on Religious Experience","Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman",4.3,98,2003-03-01
5134,"Moksha: Writings on Psychedelics & the Visionary Experience","Aldous Huxley/Michael Horowitz/Cynthia Palmer",4.19,404,1999-04-01
5135,"Point Counter Point","Aldous Huxley",3.86,9522,1996-10-01
5136,"After Many a Summer Dies the Swan","Aldous Huxley",3.75,2056,1993-01-01
5137,"The Flame Trees of Thika: Memories of an African Childhood","Elspeth Huxley",4.12,4773,2000-02-01
5139,"The Devil Wears Prada (The Devil Wears Prada #1)","Lauren Weisberger",3.74,744569,2006-05-30
5144,"Arundhati Roy's The God of Small Things: A Reader's Guide","Julie Mullaney",4.01,309,2002-03-30
5148,"A Separate Peace","John Knowles/David Levithan",3.57,175779,2003-09-30
5157,"Black and Blue","Anna Quindlen",3.88,75494,2010-08-25
5158,"A Virtuous Woman","Kaye Gibbons",3.69,23170,1997-11-05
5159,"Here on Earth","Alice Hoffman",3.69,43028,1999-07-01
5160,"The Heart of a Woman","Maya Angelou",4.2,17966,1997-05-17
5161,"The Deep End of the Ocean (Cappadora Family #1)","Jacquelyn Mitchard",3.87,112856,1999-10-01
5167,"Cane River","Lalita Tademy",4.06,42695,2002-04-01
5168,"Where the Heart Is","Billie Letts",4.02,227716,1998-06-01
5169,"Oprah Winfrey","Katherine E. Krohn",3.79,38,2002-01-01
5171,"Drowning Ruth","Christina Schwarz",3.74,74161,2001-07-31
5174,"Fall on Your Knees","Ann-Marie MacDonald",3.96,55988,2002-10-29
5175,"What Looks Like Crazy on an Ordinary Day (Idlewild #1)","Pearl Cleage",3.73,19366,1998-11-01
5176,"While I Was Gone","Sue Miller",3.69,56320,2000-05-12
5179,"Mother of Pearl","Melinda Haynes",3.69,19073,2000-06-01
5186,"Breath Eyes Memory","Edwidge Danticat",3.88,25200,1998-05-18
5187,"The Book of Ruth","Jane Hamilton",3.85,63595,1989-12-01
5190,"Open House","Elizabeth Berg",3.7,54119,2001-05-01
5191,"The Pilot's Wife","Anita Shreve",3.52,78714,1999-03-30
5196,"Tara Road","Maeve Binchy",3.9,66629,2000-07-18
5197,"A Lesson Before Dying","Ernest J. Gaines",3.95,47143,1997-09-28
5198,Paradise,"Toni Morrison",3.8,19927,1999-04-01
5202,"The Treasure Hunt: A Little Bill Book","Bill Cosby/Varnette P. Honeywood",3.34,364,1997-09-01
5203,"She's Come Undone","Wally Lamb",3.88,294348,1998-06-28
